id;title;overview;release_date;vote_average
664413;365 dni;Jest to pierwszy polski film erotyczny o pożądaniu i pragnieniach. Massimo Torricelli, młody i przystojny szef sycylijskiej mafii po zamachu, w którym ginie jego ojciec zostaje zmuszony przejąć przywództwo. Laura Biel jest dyrektorką sprzedaży w luksusowym hotelu. Odnosi sukcesy zawodowe, ale w życiu prywatnym brakuje jej namiętności, więc podejmuje się ostatniej próby ratowania związku. Razem z partnerem i przyjaciółmi leci na Sycylię. Laura nie spodziewa się, że jej świat zmieni tajemniczy Massimo - najniebezpieczniejszy mężczyzna na wyspie, który porwie ją, uwięzi i da 365 dni na… pokochanie go.;2020-02-07;7.1
681019;W lesie dziś nie zaśnie nikt;Grupa nastolatków uzależnionych od technologii trafia na... obóz offline. Wspólna wędrówka po lasach bez dostępu do smartfonów nie zakończy się jednak tak, jak zaplanowali to organizatorzy. Będą musieli zawalczyć o prawdziwe życie z czymś, czego nie widzieli nawet w najciemniejszych zakamarkach internetu. W obliczu czyhającego w lesie śmiertelnego niebezpieczeństwa odkryją, czym są prawdziwa przyjaźń, miłość i poświęcenie.;2020-03-13;5.3
592208;Żaklina;"""Żaklina’’ opowiada historię fascynacji młodych chłopców dojrzałą, tajemniczą kobietą. Przyjaźń chłopców umocniona wspólną pasją wydaje się niezniszczalna do czasu, kiedy oboje zakochują się w tytułowej bohaterce i próbują ją zdobyć. Wszystko komplikuje fakt, iż chłopcy są jej uczniami...";2012-04-03;3.3
582494;Kurier;Fabuła filmu opowiada o kilkunastu dniach przed wybuchem Powstania, kiedy dowództwo Armii Krajowej rozważa wszystkie za i przeciw rozpoczęciu otwartej bitwy z Niemcami. Trudna misja, jakiej podjął się Nowak-Jeziorański (Philippe Tłokiński), polegała na przedostaniu się z okupowanej Polski do Londynu, by przekazać informacje o walach Armii Krajowej i dowiedzieć się, czy Brytyjczycy udzielą pomocy dla walczącej Warszawy, na którą liczyło dowództwo AK, a także politycy i delegat rządu na kraj. Po spotkaniu z najważniejszymi politykami brytyjskimi wraca do kraju ze smutnymi wieściami: żadnej pomocy nie będzie.;2019-03-15;6
1065796;Noc w przedszkolu;Młody mężczyzna sabotuje próbę jasełek, aby uniemożliwić grupie ekscentrycznych rodziców i nauczycieli wyrzucenie z przedszkola syna swojej dziewczyny.;2022-12-28;5.8
920220;Johnny;Patryk (Piotr Trojan) włamuje się do domku w małym mieście. Wyrok sądu nakazuje mu prace społeczne w puckim hospicjum, gdzie poznaje niezwykłego ks. Jana Kaczkowskiego (Dawid Ogrodnik). Duchowny angażuje młodych chłopaków z zawodówki, na pozór twardych buntowników, w pomoc śmiertelnie chorym. W swojej pracy skupia się na bliskości, czułości i walce o relacje z drugim człowiekiem. Uczy empatii. A czyni to z hurtową ilością humoru, czym zyskuje ogromną popularność. Niedługo później Jan sam staje się pacjentem swojego hospicjum. Patryk zostaje postawiony w sytuacji, która zmieni całe jego życie.;2022-09-23;7.2
809968;Bartkowiak;„Bartkowiak”, debiut reżyserski Daniela Markowicza, w którym głównym bohaterem jest profesjonalny zawodnik MMA – Tomek. Zdyskwalifikowany po walce o mistrzostwo postanawia zniknąć i zmienić swoje dotychczasowe życie. Zmuszony do powrotu przez niespodziewaną śmierć bliskiej osoby, przejmuje klub nocny Ring. Po drodze, wraz z córką swojego byłego trenera, wkracza w groźny świat przestępczy. Próbując rozwikłać tajemnicę z przeszłości, wpadają w kłopoty oraz narażają się niebezpiecznym i wpływowym ludziom.;2021-07-28;6.1
846167;W jak morderstwo;Magda, która dawno porzuciła karierę na rzecz rodziny, mieszka w podwarszawskiej Podkowie Leśnej, Mieście-Ogrodzie. Pewnego wieczoru przypadkowo odkrywa w parku ciało zamordowanej kobiety. Denatka ma na szyi wisiorek w kształcie litery „W” – identyczny, jak ten należący do jej dawno zaginionej przyjaciółki, Weroniki. W tle morderstwa przewijają się znane nazwiska biznesmena i kandydata na senatora. Oficjalne śledztwo prowadzi komisarz Jacek Sikora, dawny przyjaciel Magdy, kiedyś w niej zakochany.;2021-06-18;6.3
1011367;Kryptonim: Polska;Gdyby nie kontuzja, Staszek (Maciej Musiałowski) byłby dziś gwiazdą Ekstraklasy. Gdyby nie złamane serce, Pola (Magdalena Maścianica) nadal mieszkałaby w Warszawie. Gdyby nie przypadek, prawdopodobnie nigdy by się nie spotkali. I nie doszłoby do wydarzeń, o których będzie mówił cały kraj. Ale co się stało, to się nie odstanie i tak oto zaczyna się prawdziwa jazda bez trzymanki. Bo on to miejscowy zadymiarz i narodowiec z grupy Romana (Borys Szyc). Ona zaś – aktywistka i uosobienie wszystkiego z czym Staszek i jego radykalni kumple poprzysięgli walczyć. Czy ich miłość ma jakikolwiek szanse i sens? Trudno powiedzieć, jeszcze trudniej przewiedzieć, lecz to co zaczęła strzała amora, skończy się prawdziwą lawiną komicznych zajść, w których udział wezmą media, politycy, zagraniczni goście, jeden dziarski ksiądz i masa osób z totalnie różnych parafii.​;2022-09-02;5.4
42164;Amator;Filip Mosz jest zaopatrzeniowcem w zakładzie przemysłowym w podkrakowskim miasteczku. Momentem przełomowym w jego życiu staje się kupno amatorskiej kamery filmowej. Wieść o zakupie obiega zakład pracy. Filip otrzymuje propozycję nakręcenia filmu z okazji pięciolecia istnienia przedsiębiorstwa. Domorosły reżyser bezkompromisowo pokazuje wynaturzenia otaczającej go rzeczywistości. Cena prawdy jest jednak wysoka.;1979-11-16;7.4
882093;Dawid i Elfy;Święta Bożego Narodzenia coraz bliżej. Niestety, nie jest to szczęśliwy czas w życiu jedenastoletniego Dawida. Poznanie pewnej bajecznej postaci pozwala mu jednak dostrzec, o co tak naprawdę chodzi w Świętach i uratować ich magię.;2021-12-06;6.1
81218;Diabelska edukacja;W ubogiej chatce na skraju małej wioski mieszka wdowa z córką Małgorzatą. Dziewczyna ma siedemnaście lat i jest bardzo piękna. Pewnego upalnego, majowego dnia, gdy Małgorzata kąpie się nago w jeziorze, zaczyna się jej wydawać, że ktoś ją podgląda z pobliskich krzaków. Niebawem na polu nieopodal pastwiska pojawia się tajemnicza postać. Jest to malarz, który rozkłada na wzgórzu sztalugi. Zawiera znajomość z Małgorzatą, która wkrótce zostaje jego kochanką.;1995-01-11;6.3
980171;Iluzja;Matka zaginionej córki wiele miesięcy po jej zniknięciu rozpoczyna własne, coraz bardziej irracjonalne śledztwo. Czasem gra z rzeczywistością, innym razem ją podważa. Doświadczenia te wzmacniają w niej zdolność obserwacji, co w końcu doprowadza ją do postrzegania przekraczającego granicę cudu.;2022-09-09;6.3
787298;Miłość do kwadratu;"""Miłość do kwadratu"" to komedia romantyczna o prowadzącej podwójne życie nauczycielce Monice. Pewnego dnia (podczas sesji zdjęciowej jako modelka Klaudia) poznaje ona popularnego flirciarza o imieniu Enzo. Spotkanie to rozpoczyna skomplikowany wzór na miłość, do którego nie przygotowała ich żadna lekcja...";2021-02-11;6.1
866678;Furioza;Wydarzenie z przeszłości rozdziela losy trójki przyjaciół. Niespodziewanie w życiu Dawida, dzisiaj już lekarza, znowu pojawia się ona. Dzika - kiedyś miłość jego życia, teraz doświadczona policjantka, składa mu propozycję nie do odrzucenia. Albo ten zostanie policyjnym informatorem i wtyczką, albo jego brat trafi do więzienia z wieloletnim wyrokiem. Przyciśnięty do muru Dawid w końcu ulega, a jego głównym celem staje się infiltracja rosnącej w siłę zorganizowanej grupy przestępczej. Trafiając w sam środek wojny o wpływy i pieniądze, będzie musiał mierzyć się z ciągłą podejrzliwością ze strony dawnego przyjaciela Goldena. Wkrótce odkryje też, że świat, od którego próbował się uwolnić, wciąga go ze zdwojoną siłą.;2021-10-22;6.3
999127;Broad Peak;W 1988 roku, po miesiącach przygotowań oraz tysiącach wydanych dolarów, międzynarodowa zimowa wyprawa mająca na celu zdobycie najtrudniejszej góry świata, K2, kończy się niepowodzeniem. Pomimo poczucia klęski szerzącego się wśród himalaistów dwóch Polaków, Maciej Berbeka i Alek Lwow, postanawia zdobyć sąsiadujący szczyt, Broad Peak. Wbrew powszechnej opinii doświadczonych wspinaczy mężczyznom udaje się przekonać kierownika wyprawy, Andrzeja Zawadę, na ryzykowną zmianę planów. Nowy kierunek ekspedycji zmieni i naznaczy życie Maćka w sposób, którego nigdy by się nie spodziewał.;2022-09-09;5.9
36401;Pornografia;Okupowana Polska, rok 1943. Fryderyk, reżyser, i Witold, pisarz, wyruszają do majątku Hipolita, znajomego Witolda. W spokojnej atmosferze prowincji, gdzie niemal udaje się zapomnieć o trwającej wojnie, mężczyźni zaczynają toczyć tajemniczą, dwuznaczną grę. Manipulują ludźmi ze swego otoczenia, rozkoszując się obserwowaniem ich reakcji. Nie wszystko jednak da się przewidzieć... Ekranizacja filozoficzno-erotycznej powieści Witolda Gombrowicza.;2003-09-19;5.8
845875;Mistrz;'"Rok 1940. Do nowo utworzonego obozu koncentracyjnego KL Auschwitz trafia pierwszy transport polskich więźniów. Jednym z nich jest Tadeusz ""Teddy"" Pietrzykowski (Piotr Głowacki) - przedwojenny mistrz Warszawy w boksie. Kiedy sprowokowany wygrywa walkę z bezwzględnym kapo, boks staje się nową formą rozrywki funkcjonariuszy obozu a zarazem źródłem hazardu dla niemieckich żołnierzy. Po każdej wygranej Teddy''ego, wśród polskich więźniów rośnie zarazem nadzieja, że ich oprawcy nie są niepokonani."';2021-08-27;7.8
939475;Za duży na bajki;Historia 10-letniego Waldka, który wyrywa się spod skrzydeł kochającej mamy. Teresa, borykając się z własnymi problemami, przelewa je na chłopca i nie pozwala mu na spokojne dorastanie. Waldek chce startować w największym w Europie turnieju gamingowym. Wydaje się, że choroba mamy i ekscentryczna ciotka staną na drodze do spełnienia marzeń. Nieoczekiwanie to właśnie dzięki nim chłopiec zyska coś więcej niż wygraną w turnieju.;2022-03-18;6.2
375742;Córki dancingu;Dwie syreny – Srebrna i Złota – lądują w środku świata warszawskich dancingów lat 80., tętniącego muzyką, mieniącego się światłami neonów i blaskiem cekinów. Dołączają do muzyków zespołu Figi i Daktyle, z dnia na dzień stając się sensacją nocnego życia stolicy. Pochłonięte przez miłość i rodzące się namiętności, na chwilę zapominają o swojej prawdziwej naturze. Ale wystarczy jedno złamane serce, by sytuacja wymknęła się spod kontroli…;2015-12-25;6.3
745078;Prime Time;"""Prime Time"" to trzymający w napięciu dramat psychologiczny. Film przenosi nas w czasie do ostatniego dnia 1999 roku, gdy Sebastian dostaje się z bronią w ręku do studia telewizyjnego. Bierze dwoje zakładników. Ma tylko jedno żądanie – wejście na antenę, na żywo podczas największej oglądalności. Chce powiedzieć telewidzom coś niezwykle ważnego, dla swojego przekazu jest gotów zaryzykować wszystko. Historia Sebastiana to opowieść o przejmującej samotności, potrzebie akceptacji i walce z własnymi demonami. Co doprowadziło go do podjęcia tak desperackich kroków?";2021-01-30;5.1
1048516;Pokusa;Inez jest młodą, aspirującą dziennikarką, która marzy o miłości i pracy w prestiżowym wydawnictwie. Gdy dotrze do raju swoich marzeń, problemy zaczną się mnożyć. Co więcej, u jej boku pojawi się dwóch przystojnych mężczyzn. Zarówno tajemniczy, jak i nieprzewidywalny.;2023-01-27;6.3
1074656;Miłość do kwadratu jeszcze raz;Związek Enzo i Moniki przeżywa trudne chwile, gdy okazuje się, że znany dziennikarz stracił pracę, a Monika zaczyna nowy etap w swoim życiu. Twardo stąpająca po ziemi nauczycielka podejmuje wyzwanie prowadzenia show dla dzieci, a Enzo poszukuje nowej ścieżki dla siebie. Między nimi staje Rafał, sławny i przystojny prezenter telewizyjny. Czy ich miłość wytrzyma tę próbę? W końcu nigdy nie jest za późno, żeby w życiu zacząć coś nowego.;2023-02-13;5.6
506863;303. Bitwa o Anglię;Jest rok 1940. Władze i ludność Wielkiej Brytanii z rosnącym przerażeniem patrzą na inwazję niemieckiej armii na Europę. Rozpoczyna się bitwa o Anglię, w której doskonale wyszkoleni i doświadczeni piloci Luftwaffe zaciekle atakują alianckie samoloty RAFu. Z pomocą przybywają doborowi polscy lotnicy: Jan Zumbach, Witold Urbanowicz, Mirosław Ferić i Witold „Tolo” Łokuciewski. To weterani, którzy pragną walczyć w obronie swojej ojczyzny nawet poza jej granicami. Początkowa nieufność Brytyjczyków musi ustąpić wielkiemu szacunkowi, jakim Anglicy zaczynają darzyć polskich pilotów. Tak powstaje Dywizjon 303 imienia Tadeusza Kościuszki, który okazał się być najskuteczniejszym oddziałem powietrznym w trakcie bitwy o Anglię. Bohaterom przypisuje się zestrzelenie ponad 120 niemieckich samolotów – to wynik, jakiego nie udało się osiągnąć żadnemu innemu powietrznemu dywizjonowi.;2018-09-07;5.9
953233;Poskromienie złośnicy;Kiedy naukowczyni o złamanym sercu wraca na Podhale, by zacząć od nowa, jej chytry brat usiłuje przekonać ją do sprzedaży ziemi, zatrudniając przystojnego nieznajomego.;2022-04-13;5.3
133521;Bez wstydu;Po powrocie do rodzinnego miasteczka Tadek odkrywa, że siostra związana jest z żonatym mężczyzną, powszechnie szanowanym biznesmenem o sympatiach neonazistowskich. Zazdrość chłopaka przeradza się w obsesję i erotyczną fascynację wykraczającą poza normy moralne i obyczajowe lokalnej społeczności. Wiedziony szaleńczym uczuciem Tadek robi wszystko, by skompromitować kochanka Anki, wdając się przy tym w rozmaite konflikty. Nie zauważa, że sam jest obiektem westchnień miejscowej piękności, Irminy.;2012-07-20;5.5
19673;Seksmisja;W sierpniu 1991 roku telewizja transmituje relację z epokowego eksperymentu. Maks i Albert dobrowolnie poddają się hibernacji. Budzą się w 2044 r. Od opiekującej się nimi doktor Lamii dowiadują się, że w czasie ich snu na Ziemi wybuchła wojna nuklearna. Jednym z jej skutków było zniszczenie genów męskich, w związku z czym są oni obecnie jedynymi mężczyznami na planecie. Kobiety, które zamieszkały pod ziemią, dzięki partenogenezie od dawna rodzą same dziewczynki. Maks i Albert stają przed dziejową misją.;1984-05-13;7.3
809972;Jak pokochałam gangstera;"""Jak pokochałam gangstera"" to sequel polskiego filmu sensacyjnego ""Jak zostałem gangsterem. Historia prawdziwa"".  Część druga to historia inspirowana życiem Nikodema Skotarczaka ""Nikosia"", w którego rolę wciela się Tomasz Włosok. To opowieść o męskim świecie widzianym oczami kobiet. Nikoś to chłopak z nieposkromionym apetytem na sukces, który specjalizuje się w nielegalnym imporcie samochodów do Polski. Gigantyczne pieniądze, budowa samochodowego imperium, spektakularna ucieczka z więzienia... jego życie to ciągła jazda bez trzymanki, a jego historia pokazuje jak walczyć o siebie i ile trzeba poświęcić, żeby móc sobą pozostać.";2022-01-05;6.7
440298;Zimna wojna;Tym razem twórcy nagrodzonej Oscarem Idy przeniosą nas do lat 50. i 60. XX wieku, stalinowskiej Polski i budzącej się do życia Europy. Na tym tle rozegra się historia wielkiej i trudnej miłości dwojga ludzi, którzy nie potrafią być ze sobą i jednocześnie nie mogą bez siebie żyć. Jednym z głównym bohaterów filmu będzie… muzyka, będąca połączeniem polskiej muzyki ludowej z jazzem i piosenkami paryskich barów minionego wieku.;2018-06-08;7.5
72478;Sala samobójców;"Dominik to zwyczajny chłopak. Ma wielu znajomych, najładniejszą dziewczynę w szkole, bogatych rodziców, pieniądze na ciuchy, gadżety, imprezy i pewnego dnia jeden pocałunek zmienia wszystko. ""Ona"" zaczepia go w sieci. Jest intrygująca, niebezpieczna, przebiegła. Wprowadza go do ""Sali samobójców"", miejsca, z którego nie ma ucieczki. Dominik, w pułapce własnych uczuć, wplątany w śmiertelną intrygę, straci to, co w życiu najcenniejsze…";2011-03-04;7.4
768503;Jak zostać gwiazdą;Kontrowersyjny program telewizyjny „Music Race” poszukuje muzycznych talentów na terenie całej Polski. O tym, przed kim otworzą się wszystkie drzwi, a komu na głowie wyląduje kubeł zimnej wody, zdecyduje wyjątkowe jury: niegdyś popularny piosenkarz Olo (Maciej Zakościelny), królowa social mediów Ewa (Julia Kamińska) i grająca samą siebie pierwsza dama polskiego jazzu – Urszula Dudziak. Na castingu, który odbywa się w rodzinnej miejscowości Ola, dochodzi do awantury. Doprowadza do niej Ostra (Katarzyna Sawczuk) – zbuntowana nastolatka, oburzona arogancją jurora, który lekceważąco zachowuje się wobec matki dziewczyny (Anita Sokołowska). Skandal jest na rękę producentowi (Tomasz Karolak), który decyduje o zakwalifikowaniu Ostrej do dalszego etapu show. Wkrótce okaże się, że oprócz wybuchowego temperamentu, dziewczyna dysponuje także niesamowitym głosem. Sukces ma jednak swoją cenę, a popularność nie jest tak przyjemna, jak może się wydawać.;2020-10-02;6.3
10881;Avalon;"""Ci, co nie wrócili"" to ofiary Avalonu - gry wojennej, która zawładnęła światem w bliskiej przyszłości. Adrenalina dostarczana przez komputer staje się dla nich nałogiem. Gracze łączą się w partie - zespoły, zarabiając w ten sposób na życie. W inny sposób działa Ash (Małgorzata Foremniak). Jest samotnym wojownikiem. Krąży stale między dwoma wymiarami: wirtualnym i rzeczywistym. Żyje samotnie, jej jedynym kompanem jest pies. Dowiaduje się, że jej kochanek Murphy (Jerzy Gudejko) ""nie powrócił"". Podobnie jak Ash, od zawsze chciał zostać mistrzem Avalonu i dostać się do ""Wszechświata Special A"", który dostarcza graczom niezapomnianych przeżyć. Nie podołał jednak jednemu z wyzwań, a przegrana zamieniła go w człowieka-roślinę. Czy tak samo będzie z piękną Ash?";2001-01-20;6.6
293982;Miasto 44;Warszawa, lato 1944. Stefan (Józef Pawłowski) opiekuje się matką i młodszym bratem. Przejął obowiązki głowy rodziny po tym, jak ojciec - oficer Wojska Polskiego - zginął w kampanii wrześniowej w 1939 roku. Pracuje w fabryce Wedla, z coraz większym trudem znosząc upokorzenia ze strony Niemców. Marzy o chwili, kiedy będzie mógł im za wszystko odpłacić i spełnić obowiązek wobec Ojczyzny. Obiecał matce, że nie zaangażuje się w działalność ruchu oporu, jednak - kiedy tylko nadarza się okazja - wstępuje w szeregi Armii Krajowej. Do konspiracji wciąga go Kama (Anna Próchniak), sąsiadka z kamienicy na warszawskiej Woli, z którą przyjaźni się od dziecka. Dziewczyna skrycie kocha się w Stefanie, mając nadzieję, że po wojnie będą razem. Ale to za sprawą spotkania z subtelną i wrażliwą Biedronką (Zofia Wichłacz) Stefan zazna smaku pierwszej, młodzieńczej miłości. Jednak Stefanowi i Biedronce nie jest dane zbyt długo cieszyć się wzajemnym zauroczeniem.;2014-07-30;6.9
809970;Hiacynt;"""Hiacynt"" to thriller osadzony w latach 80., który opowie kryminalną historię śledztwa prowadzonego w sprawie seryjnego mordercy gejów. Jego głównym bohaterem będzie Robert, młody milicjant ""z zasadami"", który wpada na trop groźnego przestępcy. W toku śledztwa poznaje Arka i postanawia wykorzystać go jako informatora. Nie zdaje sobie jednak sprawy, jak relacja z nowopoznanym mężczyzną wpłynie zarówno na jego pracę, jak i życie osobiste.";2021-08-18;6.8
590854;Sala samobójców. Hejter;Tomek, student prawa Uniwersytetu Warszawskiego, zostaje przyłapany na plagiacie i wydalony z uczelni. Postanawia jednak ukrywać ten fakt przed światem i nadal pobiera pomoc finansową od państwa Krasuckich. Kiedy oszustwo wychodzi na jaw, skompromitowany chłopak traci zaufanie i życzliwość swoich dobroczyńców. Przepełniony gniewem i żalem, oddzielony od Gabi, w której skrycie podkochuje się od lat, Tomek planuje zemstę na Krasuckich.;2020-03-06;6.9
1053080;Jeszcze przed Świętami;Kiedy w Wigilię ktoś złośliwie zamienił paczki z prezentami, trzydziestoletnia kurierka samotnie wychowująca syna musi uratować święta mieszkańcom miasta. Na swojej trasie spotyka wyjątkowo namolnego klienta, któremu zależy na jak najszybszym odzyskaniu swojej przesyłki.;2022-12-06;6.2
31056;Krótki film o miłości;Tomek (Olaf Lubaszenko) ma dziewiętnaście lat, jest młodym, wrażliwym człowiekiem. Mieszka u matki swojego przyjaciela, który wyjechał z misją wojskową do Syrii. Wieczorami przez lunetę podgląda mieszkającą w pobliżu Magdę (Grażyna Szapołowska), piękną, dojrzałą kobietę. Odziera ją z prywatności, z ukrycia próbuje ingerować w jej życie osobiste, podstępem doprowadza do pozornie przypadkowych spotkań. Przy tym dokonuje poświęceń, znamionujących wielkie uczucie.  Pewnego dnia, wyjawia Magdzie całą prawdę, uzasadniając swoje postępowanie miłością. Kobieta jest oburzona, nie daje wiary uczuciom Tomka. Mimo to dochodzi do zbliżenia, po tym jak chłopak zaprasza Magdę do kawiarni.;1988-08-21;7.8
982939;Parada serc;Żyjąca karierą warszawianka, która nie lubi psów, musi z powodów zawodowych jechać do Krakowa, gdzie poznaje uroczego wdowca, jego syna i ich czworonożnego pupila.;2022-06-15;6
156627;Dzieje grzechu;Ewa, dziewczyna ze zubożałej szlacheckiej rodziny, ma romans z żonatym Łukaszem, któremu jej matka wynajmuje pokój. Kiedy mężczyźnie nie udaje się uzyskać rozwodu, zostawia Ewę i wyjeżdża z miasta, ale ta wpada na jego ślad i podąża za nim... Obraz plastycznie wysmakowany, z drobiazgowo odtworzonym klimatem epoki, scenografia pełna przepychu, a zdjęcia zaskakują śmiałym erotyzmem. Kontrowersyjny film na podstawie powieści, która stała się ponad 100 lat temu skandalem literackim epoki.[filmweb.pl];1975-06-03;6
660033;Jak zostałem gangsterem. Historia prawdziwa;Akcja filmu zaczyna się w latach 70. – już wtedy młody Bohater wie, że adrenalina smakuje bardziej niż mleko w proszku. Z czasem odkrywa też pragnienie pieniędzy, władzy i bycia ponad prawem. Rozpoczyna się transformacja, a jego gangsterski talent rozkwita. Wspólnie z przyjacielem buduje własną armię.;2019-12-12;7.1
5055;Popiół i diament;"Młody akowiec, Maciek Chełmicki, otrzymuje rozkaz zastrzelenia sekretarza KW PPR. Zbieg okoliczności powoduje, że zabija kogoś innego. Spotykając się twarzą w twarz ze swoją ofiarą doznaje szoku. Staje przed koniecznością powtórzenia zamachu. Poznaje Krystynę, dziewczynę pracującą jako barmanka w restauracji hotelu ""Monopol"". Uczucie do niej uświadamia mu jeszcze bardziej bezsens zabijania w chwili zakończenia wojny. Wierność złożonej przysiędze, a tym samym obowiązek podporządkowania się rozkazowi, przeważa szalę.";1958-10-03;7.5
11502;Nóż w wodzie;Dziennikarz Andrzej (Leon Niemczyk) i jego atrakcyjna żona Krystyna (Jolanta Umecka) wyjeżdżają na jednodniowy rejs jachtem. Po drodze nad jezioro zabierają młodego autostopowicza (Zygmunt Malanowicz), a następnie zapraszają go na jacht. Na wodzie dochodzi do rywalizacji między mężczyznami w zakresie siły, intelektu i poglądów życiowych. Andrzej preferujący dostatnie, łatwe mieszczańskie życie konfrontuje się z młodym idealistą i buntownikiem.;1962-03-09;7.3
